value__autocorrelation__lag_1,value__mean,value__median,value__standard_deviation,value__skewness,value__kurtosis,value__number_crossing_m__m_0,value__sample_entropy,"value__fft_aggregated__aggtype_""centroid""","value__fft_aggregated__aggtype_""variance""","value__fft_aggregated__aggtype_""skew""","value__fft_aggregated__aggtype_""kurtosis""","value__agg_autocorrelation__f_agg_""mean""__maxlag_5",value__c3__lag_1,value__abs_energy,ids,labels
0.9029019860821286,21.73850852653735,21.73850852653735,0.681617443635026,0.006765794077931721,-0.8720660494166816,0.0,0.38918567881930166,1.8890260240445225,70.87469150189804,5.881356345213945,40.35163776262378,0.6072099641303841,10291.923526537039,70954.10329467076,24,1
0.8783350109104371,21.03436649614974,21.034366496149744,0.4827128985248468,-0.008522464880852343,-0.8601711419226739,0.0,0.46546241668653787,1.5968973521342382,61.509939442297906,6.192780967242233,44.18458283965097,0.6374325761096309,9321.90702778411,66401.63784551235,386,1
0.881276438616186,21.753020974374763,21.753020974374767,0.7824427248143546,0.20223724138588497,-0.7302495881946078,0.0,0.36716518302061907,2.2732281465758324,78.37330054724188,5.197780587714223,32.65487214276995,0.48497649518654307,10319.351665656914,71070.92071938042,495,1
0.2870721478080859,19.9703774134318,19.97037696838379,0.0967036735653968,2.150143472869983,15.237807424391988,0.0,0.5065218974797739,0.8305337173529087,41.85516118670219,8.687818456502905,81.41170317543336,0.3224295706848076,7965.706259208763,59823.79884530815,378,0
0.8959498359323401,21.835281495670266,21.835281495670273,0.669083543899427,-0.16996585978076137,-0.7229883096186986,0.0,0.3142088267852095,1.9395163069912817,74.78000267712437,5.725991432096211,38.09410870674346,0.63791987589521,10429.730995025171,71584.07861758166,718,1
0.8387710952652953,21.834512977237694,21.834512977237697,0.7205107333138883,-0.09739624165189724,-0.5843337963104314,0.0,0.21728554042016052,2.490060383097683,95.29453757037697,4.932156240977576,28.69990902292036,0.5218592620625244,10437.715900645622,71589.76390049736,153,1
0.29716149753282745,19.952398935953777,19.9523983001709,0.055609280283880486,-0.5030034410349447,3.7413642116162187,0.0,0.35358027273915266,0.48241826095095947,23.79355328852461,11.527433767753667,143.36330246215846,0.1797547905587961,7942.902602207278,59715.19735372538,814,0
0.769653859584219,20.9251389058431,20.92513656616211,0.17666680035749574,-0.6911809581897563,0.25724854612070835,0.0,0.6437318209965949,0.841197369482665,37.08219048543322,8.50001439883173,80.02010331554006,0.6630138279492073,9162.986271722166,65683.89740807656,968,0
0.9010922502222397,21.91101300306047,21.91101300306047,0.8078252775188876,-0.4157211803271904,-0.5945078402207695,0.0,0.4211040019926191,2.284181981240989,88.72904713701745,5.239345516072216,32.09594856908562,0.6870236529111213,10551.222519801111,72111.76087489258,112,1
0.8636926712902193,21.49437060570292,21.49437060570292,1.1387338350172085,-0.2535197331443592,-0.47097561723950676,0.0,0.3603827716942582,3.597929455114905,140.35852758413355,4.074776514040502,19.893896737079167,0.6028183317846756,9998.617310378993,69495.70237234779,452,1
0.00017519430331003626,20.402108561197917,20.402109146118164,0.061914132804510844,-0.10731746810286164,3.721128759860182,0.0,0.20790193534559262,0.6230022918919809,31.40061117489354,9.975110410789387,106.83215477789805,0.0308921188831695,8492.983957245917,62437.48006541186,605,0
0.8797568292444401,21.700833269755044,21.70083236694336,0.2567501763265364,-0.3237664134015855,0.043301511950194715,0.0,0.3068975964335331,0.8832295728806265,40.14547926202199,8.486464931846449,79.23552441443529,0.8085515561075567,10219.716430368298,70648.81278821267,296,0
0.85809425181249,21.928767782129167,21.92876778212917,1.2469987834928602,-0.00020023166377960232,-0.5403458595859263,0.0,0.18505433226003654,3.9260825281009315,149.12540186477386,3.813040046701759,17.66959740217533,0.5944144973152391,10636.148159607681,72363.87936128685,149,1
0.9440764590683268,21.730234975853374,21.730234975853378,0.8955599089060143,-0.053251409440832426,-0.941801781488401,0.0,0.3281266372638379,1.9412703258502448,70.83634140460708,5.772792917142355,39.23957117162334,0.7603446296393452,10302.138342612068,70950.77094843613,927,1
0.9084790177562074,21.57809234037248,21.578092340372475,0.7234683753874968,0.20663904477797154,-0.7645629219222867,0.0,0.39800636282048835,2.0269183631221517,76.32532429443587,5.547703884432684,36.25222861025002,0.6916573610597487,10068.234525281618,69920.62133097403,87,1
0.9417595617219733,21.741808373199515,21.741808373199515,0.8246807344791148,-0.06023935082592467,-1.0276008196089048,0.0,0.38193461069797024,1.8665107126966676,68.87678291708092,5.910863140091222,40.93824281341797,0.7619757041166875,10311.293131984452,71007.9494476124,322,1
0.7800484741942624,20.25628449757894,20.256282806396484,0.21130907266705035,1.2171476246817836,2.7417138440090056,0.0,0.25171355021795455,0.9950378943436521,44.888282123349704,7.841066678032308,68.05058740253122,0.7097107568388606,8312.373137392706,61554.256975657234,89,0
0.5879420020850604,19.07633238474528,19.076332092285156,0.10890928596804182,-0.47455407359510954,1.5144853101444227,0.0,0.23168331286234425,0.7470005566300615,34.17237162732038,9.10129845214701,90.55529053707713,0.4248798432038189,6942.595946345868,54587.747772877745,447,0
0.9132968124700088,21.7900873777766,21.790087377776594,0.8089310605618185,-0.06821230231773483,-0.7868583451898132,0.0,0.3526808429443286,2.184175421581414,84.79936042447508,5.368573062175789,33.58417534091001,0.6943571773487769,10377.369222989819,71319.34160878211,535,1
0.8800828217775535,21.964359705160213,21.964359705160216,0.7016618426654845,-0.6639595295743682,-0.33302955990857397,0.0,0.35631516699655325,2.2062185600830833,87.07267551046779,5.326688970953838,33.04475120470983,0.6507503155910609,10618.82760443228,72438.81398986786,309,1
0.8857629232397292,22.117684504795616,22.117684504795626,0.5767937926079663,-0.6697121272516015,-0.26762549013477166,0.0,0.4025316944470432,1.793897282300658,75.28640785581983,5.99588473919631,40.57293139025056,0.6939157559723865,10835.44481020766,73428.69883993018,355,1
0.8957716139232552,20.39018910977506,20.39018910977506,0.7374397331288159,-0.2628958778756385,-0.8129185803035708,0.0,0.6878701234591015,2.3112513135834223,90.92958299850653,5.184535104402057,31.250295518799344,0.6878146097906024,8508.542177732148,62445.544393857956,665,1
0.8590193161712614,22.369215906575707,22.369215906575715,1.2770216788684265,-0.3860915197992241,-0.38063981350147946,0.0,0.25832354688942843,3.8934600145674128,149.81142453984688,3.861830235258589,18.16733558958991,0.6167663437224074,11272.603512673275,75301.8906964949,407,1
0.7908617531955103,22.071070200602215,22.07107162475586,0.2965429065324117,0.07056819270487645,1.0823713833301953,0.0,0.4592755570057365,1.241911889961235,52.09968078525246,7.047199498398556,55.93295128502509,0.5891220362026723,10749.37629023261,73083.01162429886,191,0
0.7070862152973908,19.31221549987793,19.289907455444336,0.08422933210075098,0.6611124705919111,-0.23903618330199095,0.0,1.3164985991843488,0.5060390770558065,24.96442265094743,11.212525089045753,135.60052997779417,0.694242924117146,7202.6500316437605,55945.314314116666,886,0
0.8853068000442006,21.929577089920304,21.929577089920304,0.7101924444558279,-0.5603225210772578,-0.5024589248903304,0.0,0.3580462160082544,2.1973849549826743,87.07437534876057,5.347792832945172,33.236629009370525,0.6581654794649919,10569.111809226146,72211.60869763792,423,1
0.594140761135875,20.61523080190023,20.615232467651367,0.14145248289951096,0.9166039851452712,8.82352320565148,0.0,0.2805214800271725,0.9073426113228424,41.79070737488606,8.309492400373667,76.45287462070031,0.40941103561190245,8765.032922610477,63751.16247308007,23,0
0.6351060002276497,20.292339096069338,20.292335510253906,0.10374512955153795,-0.10509946841664826,-0.04427141101091081,0.0,1.224381675957143,0.668524115116084,32.349009592489146,9.930497284861818,107.65043222487309,0.4999091392630418,8355.849392169057,61768.46835626544,745,0
0.6347039654806026,21.442937177022298,21.44293785095215,0.13873861810847027,0.5161833542845681,1.7230079827724945,0.0,0.281369282477405,0.792023349480024,37.49646381218297,8.975874642354908,87.91594867616084,0.5163739393717328,9863.372702426446,68972.82047728187,258,0
0.8838561450867315,21.78289779999122,21.782897799991222,1.0156611887890243,-0.1317394178509031,-0.27655811361260874,0.0,0.25609912640424237,2.8484780521972843,102.21725055069267,4.660562653516911,26.186967773254413,0.5606887655674649,10391.9818506082,71328.93063229126,327,1
0.6688562692430169,21.52322925567627,21.523225784301758,0.20006929457512526,0.215331493892069,-0.14959942193528608,0.0,0.2145901884464447,1.1229268964161652,53.76788208860991,7.4772361970466115,61.199162790527595,0.5936777166827234,9970.868193050794,69493.41379725451,966,0
0.483134372827597,18.918908831278483,18.918909072875977,0.10923556740094642,0.9027420036917699,2.345672820734224,0.0,0.7037292898904823,0.8687204727519107,42.26867189508352,8.432744188874137,77.06130879116984,0.44917123734417624,6772.598346654746,53690.556566311774,10,0
0.950557550955965,21.991791466295485,21.99179146629548,0.767088132363879,-0.30044640073575857,-0.7421572698115888,0.0,0.43011713710647653,1.639992614507245,63.54257428858724,6.327652193578402,45.86075800746537,0.8158090090382519,10667.774374140105,72634.09741497612,836,1
0.878956575145198,18.70145598815629,18.701455988156287,0.30861825906362855,0.09857500082854702,-1.0388332802849018,0.0,0.6172005501084125,1.2296752250184546,50.97232260312181,7.255158897761778,59.377327802012786,0.6570873914455907,6546.059378568993,52475.95519601605,912,1
0.9387610087758602,21.697078440603327,21.69707844060333,0.8520981833092192,0.025407458094595096,-1.0162271796412212,0.0,0.3376330028571752,1.9554699322864644,72.56358784398915,5.782364433806435,39.26529352709625,0.7579780091940702,10250.03364558373,70723.39262575393,265,1
0.8386712446686807,21.949855043973393,21.949855043973393,0.6318162021810487,-0.5022602113137009,-0.4868916704323216,0.0,0.35823082635131376,2.301273182473651,90.52751756663122,5.123576214301034,30.72100111025203,0.5783900733191238,10591.135044328617,72329.29922471744,526,1
0.8967249839349848,19.637317695617675,19.640393257141113,0.23336865682009492,0.14728248735912783,0.6953576188152466,0.0,0.406799331121301,0.8008185499047987,33.9178803178843,8.897435650868353,88.05584745129579,0.7641871792850852,7572.853759561008,57851.806081290764,271,0
0.6995216285170146,21.65374257405599,21.653743743896484,0.15395299673658205,-0.5499118415277515,1.0901577083337743,0.0,0.4402821239639972,0.8303172565951372,38.52598745687563,8.816089091491158,85.26214055702707,0.5075537432588187,10157.134682862994,70336.24034830337,76,0
0.8806524202892366,20.75489818439538,20.754898184395376,0.6942688975530641,-0.3374287110325193,-0.8282795933057518,0.0,0.6773435153868198,2.3448355837042194,96.49197096027147,5.197668968473886,31.036029062813277,0.6448478781144102,8964.043930137124,64687.17119200925,391,1
0.7282532184051096,22.09682954152425,22.096830368041992,0.2644479591591349,0.11906670840668,0.6364084316678427,0.0,0.32791896895142847,1.3236614666464697,63.78070142313789,6.8903875542608874,52.325616303764264,0.6760516280867411,10790.777767940244,73250.97127654226,856,0
0.6975010124625071,22.192853724161782,22.192853927612305,0.2770143569214749,-0.036604589509533596,0.3566804562086143,0.0,0.1750487974648749,1.4033696101226756,67.24907358297644,6.732818668290743,49.94421997345174,0.6070397954832736,10928.343293544143,73889.92400639725,781,0
0.8812569252538989,21.896837472383822,21.896837472383826,0.776633137635957,-0.15874418540093038,-1.0804046161182377,0.0,0.3278042991391617,2.379807608922047,95.1429317491717,5.107084515802845,30.275870556232697,0.6619028629118209,10527.111707249807,72011.19754836995,516,1
0.8972801111577091,21.76692464421946,21.766924644219458,0.7496342929750165,0.1111045720231652,-1.0036091245670709,0.0,0.2962658161431724,2.1986533189408703,87.73926493547994,5.3735028741999695,33.357966595733785,0.6858340014951481,10338.475059903343,71154.14400604994,808,1
0.8965042861547564,21.842350955395492,21.842350955395503,0.7847047825256994,-0.16196394426877703,-0.8098592881595295,0.0,0.33881568255762845,2.2327079149825315,83.76039653627207,5.293370713878396,32.98413356080136,0.6289848206678837,10449.29292432842,71655.60852815786,530,1
0.6646492439876864,21.80497538248698,21.804977416992188,0.20580023087991062,0.6304140437337011,0.5543843920468254,0.0,0.3436877484119212,1.089189356187654,51.42239660468051,7.5126016802314854,61.922060202939576,0.6004452906730655,10364.959856517919,71324.895774884,200,0
0.9099064994431775,21.791239052659293,21.791239052659293,0.7908134755948147,-0.028453802641561485,-0.9826588101619556,0.0,0.3857335262455693,2.113655721664361,79.61264004991563,5.509306936120579,35.465866830179245,0.6460910161330243,10377.08697538163,71322.52281049888,962,1
0.8471352555939646,21.994144766723377,21.99414476672338,0.7956084728485052,-0.4682261841733943,-0.6609100475015728,0.0,0.4120657921395165,2.7466105057691044,105.2851347764941,4.633333505716074,25.50953721463998,0.5843941079514584,10668.297389918931,72656.30952924813,614,1
0.8301643431329754,21.50535572060658,21.505355720606573,0.7205554301884057,-0.18346814564081815,-0.45205258284906336,0.0,0.26502856444495404,2.689834798237377,107.21800163150783,4.698604517341549,25.870612680253334,0.536905273570292,9968.464836340587,69449.92871967005,242,1
